volume,all_views,run,cost,today_views,days_ago,is_restyle,modified,up,age,Легкосплавные диски,Панорамная крыша,Круиз-контроль,Противотуманные фары,Обогрев зеркал,Парктроники,Системы помощи,ESP (система поддержания динамической стабильности),Ксеноновые фары,CD/MP3 проигрыватель,Обогрев руля,Управление мультимедиа с руля,Климат-контроль,Обогрев лобового стекла,Фаркоп,Светодиодные фары,Мультимедийный экран,Иммобилайзер,Контроль мертвых зон на зеркалах,Подушки безопасности боковые,Кондиционер,Материал салона - натуральная кожа,Датчик дождя,Штатная навигация,Электростеклоподъемники передние,AUX/iPod,USB,Подушки безопасности задние,Автозапуск двигателя,Сигнализация,Обогрев сидений,Камера заднего вида,ABS (антиблокировочная система),Рейлинги на крыше,Электрорегулировка сидений,Подушки безопасности передние,Электростеклоподъемники задние,Bluetooth,Антипробуксовочная система,Люк,cuzov,fuel,brand,region,model,color,drive-unit,state,transmission
2000,23,182000,12 499,23,0,0,0,0,7,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,минивэн,бензин,Opel,Минск,Zafira C 7 MECT 2.0 TD,серый,Передний,с пробегом,Механика
2500,49,260000,4 200,49,0,0,0,0,21,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,седан,дизель,Audi,Минск,A6 C5,синий,Передний,с пробегом,Автомат
2200,126,253400,6 850,44,1,0,0,0,14,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,минивэн,дизель,Peugeot,Минск,807 I,синий,Передний,с пробегом,Механика
2000,1688,300000,1 300,260,2,0,0,1,27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,седан,дизель,Mercedes-Benz,Витебская обл.,"E-Класс W124, S124, C124, A124 w124",белый,Задний,с пробегом,Механика
2400,153,223000,15 500,47,1,0,0,0,8,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,универсал,дизель,Volvo,Минская обл.,XC70 III,коричневый,Постоянный полный,с пробегом,Автомат
3000,249,236000,15 100,46,2,0,0,1,13,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,седан,дизель,Mercedes-Benz,Гомельская обл.,S-Класс W221 S320,черный,Задний,с пробегом,Автомат
1400,151,2000,1 300,24,3,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,хэтчбек,бензин,Fiat,Витебская обл.,Brava,красный,Передний,с пробегом,Механика
1600,252,159000,18 450,29,3,0,0,1,4,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,лифтбек,дизель,Skoda,Минск,Superb III,черный,Передний,с пробегом,Механика
1800,14,162291,11 999,14,1,0,0,0,6,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,седан,бензин,Volkswagen,Минск,Passat B7,белый,Передний,с пробегом,Механика
2200,67,271000,3 000,67,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,седан,бензин,Opel,Могилевская обл.,Omega B (рестайлинг),серый,Задний,с пробегом,Механика
2400,20,257800,6 399,20,0,0,0,0,13,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,внедорожник,бензин,Jeep,Минск,Compass I,другой,Подключаемый полный,с пробегом,Автомат
2500,36,297219,12 000,36,1,0,0,0,12,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,микроавтобус,дизель,Volkswagen,Гродненская обл.,Caravelle T5,синий,Передний,с пробегом,Механика
1500,101,62000,15 250,101,0,0,0,0,3,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,седан,бензин,Chevrolet,Минск,Malibu IX,белый,Передний,с пробегом,Автомат
1600,17,240000,9 450,17,0,0,0,0,9,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,седан,бензин,Opel,Минск,Insignia I,серый,Передний,с пробегом,Механика
1200,77,320000,1 999,77,0,0,1,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,хэтчбек,бензин,Fiat,Гомельская обл.,Punto II,синий,Передний,с пробегом,Механика
1600,144,300000,650,27,1,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,хэтчбек,бензин,Ford,Брестская обл.,Escort V (2-й рестайлинг),бордовый,Передний,с пробегом,Механика
2000,19,53863,16 499,19,0,0,0,0,3,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,хэтчбек,бензин,Ford,Минск,Focus III (рестайлинг) ST,белый,Передний,с пробегом,Механика
2000,28,217000,4 450,28,1,0,0,0,19,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,минивэн,дизель,Opel,Гродненская обл.,Zafira A,синий,Передний,с пробегом,Механика
3000,13,125000,48 900,13,1,0,0,0,5,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,седан,дизель,Mercedes-Benz,Минск,"S-Класс W222, C217, A217 350 blueTEC",черный,Постоянный полный,с пробегом,Автомат
2000,48,170000,24 900,48,0,0,0,0,3,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,внедорожник,дизель,Volvo,Минск,XC60 I (рестайлинг) Ocean Race,черный,Передний,с пробегом,Механика
2000,137,353000,2 950,137,1,0,0,0,25,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,внедорожник,бензин,Toyota,Минск,RAV4 I (XA10),синий,Постоянный полный,с пробегом,Механика
1800,588,330000,2 950,237,1,0,0,0,20,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,седан,бензин,Audi,Минская обл.,A4 B5,серый,Передний,с пробегом,Механика
1000,3,50869,8 020,3,0,1,0,0,5,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,седан,бензин,Ford,Минск,Fiesta VI (рестайлинг),черный,Передний,с пробегом,Механика
1900,22,387413,2 300,22,1,0,0,0,20,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,хэтчбек,дизель,Renault,Брестская обл.,Megane I,синий,Передний,с пробегом,Механика
1800,217,243000,1 650,57,1,0,0,0,22,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,хэтчбек,бензин,Opel,Минск,Vectra B,фиолетовый,Передний,с пробегом,Механика
1500,790,500000,350,29,6,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,седан,бензин,Москвич,Гомельская обл.,2140 SL,оранжевый,Задний,с пробегом,Механика
2000,208,330000,3 500,11,4,0,0,1,21,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,универсал,дизель,Opel,Брестская обл.,Vectra B,зеленый,Передний,с пробегом,Механика
1400,58,45500,11 182,58,1,0,0,0,2,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,седан,бензин,Hyundai,Минск,Accent V,серый,Передний,с пробегом,Автомат
2700,111,246000,8 450,111,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,внедорожник,дизель,Jeep,Минск,Grand Cherokee WJ 2.7 CRD,бордовый,Постоянный полный,с пробегом,Автомат
1200,17,12700,11 300,17,0,0,0,0,4,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,внедорожник,бензин,Peugeot,Минск,2008 I,серый,Передний,с пробегом,Механика
2000,41,256820,6 900,41,1,0,0,0,15,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,минивэн,дизель,Volkswagen,Гродненская обл.,Touran I,черный,Передний,с пробегом,Механика
1400,260,240000,1 650,17,5,0,0,1,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,хэтчбек,бензин,Peugeot,Минск,306,бордовый,Передний,с пробегом,Механика
2000,43,456000,3 200,43,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,универсал,дизель,Peugeot,Гомельская обл.,406 I (рестайлинг) 2.0HDI,синий,Передний,с пробегом,Механика
2000,220,370000,4 000,27,2,0,0,1,21,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,универсал,бензин,BMW,Витебская обл.,5 серия E39 M52TUB20,серебристый,Задний,с пробегом,Механика
1800,412,340000,700,17,6,1,0,1,24,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,хэтчбек,бензин,SEAT,Брестская обл.,Toledo I (рестайлинг),фиолетовый,Передний,с пробегом,Механика
1600,37,134700,13 250,37,0,1,0,0,4,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,универсал,дизель,Volvo,Минск,V60 I (рестайлинг),серый,Передний,с пробегом,Механика
3000,415,470000,4 300,42,4,0,0,1,21,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,седан,дизель,Mercedes-Benz,Минск,"E-Класс W210, S210",серебристый,,с пробегом,Автомат
1600,159,240000,8 900,159,0,0,0,0,10,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,универсал,дизель,Volkswagen,Витебская обл.,Golf VI,синий,Передний,с пробегом,Механика
1800,49,525000,1 549,49,4,0,0,1,21,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,хэтчбек,бензин,Citroen,Минск,Xantia X2,белый,Передний,с пробегом,Механика
1400,14,187000,5 750,14,0,0,0,0,12,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,хэтчбек,дизель,Toyota,Минск,Yaris II (XP9),серебристый,Передний,с пробегом,Механика
1400,164,157000,5 750,21,2,0,0,1,12,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,хэтчбек,бензин,Kia,Минск,Cee'd I,синий,Передний,с пробегом,Механика
1400,106,246195,3 000,106,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,седан,бензин,Renault,Гродненская обл.,Logan I (рестайлинг),другой,Передний,с пробегом,Механика
800,620,150000,700,44,6,1,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,хэтчбек,бензин,Daewoo,Могилевская обл.,Matiz M150 (рестайлинг),серый,Передний,с пробегом,Механика
2000,7,13370,24 999,7,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,внедорожник,бензин,Nissan,Минск,Qashqai II,красный,Подключаемый полный,с пробегом,Автомат
2000,29,67711,38 654,29,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,седан,дизель,Mercedes-Benz,Минск,"E-Класс W213, S213, X213, C238, A238 220 d 4MATIC",черный,Постоянный полный,с пробегом,Автомат
1800,31,361000,1 600,31,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,универсал,бензин,Renault,Брестская обл.,Laguna I,зеленый,Передний,с пробегом,Механика
2400,131,243010,5 000,86,1,0,0,0,14,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,седан,бензин,Mitsubishi,Минск,Galant IX,серебристый,Передний,с пробегом,Автомат
3000,44,146000,46 950,44,0,0,0,0,5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,седан,дизель,Mercedes-Benz,Минск,"S-Класс W222, C217, A217 350CDi AMG-styling 4Matic Long",черный,Постоянный полный,с пробегом,Автомат
4000,91,149270,6 350,91,1,0,0,0,12,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,внедорожник,бензин,Chrysler,Минск,Pacifica I,серебристый,Передний,с пробегом,Автомат
1600,338,265856,440,53,4,0,0,1,28,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,седан,бензин,Nissan,Гомельская обл.,Primera P10,серебристый,Передний,с пробегом,Механика
2000,70,355000,1 200,6,3,0,0,1,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,хэтчбек,бензин,Citroen,Минская обл.,Xantia X1,бордовый,Передний,с пробегом,Автомат
3000,663,352300,6 850,462,1,0,0,0,19,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,седан,дизель,BMW,Витебская обл.,7 серия E38,черный,Задний,с пробегом,Автомат
1600,120,222222,3 250,15,2,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,минивэн,бензин,Citroen,Гомельская обл.,Xsara Picasso I,серый,Передний,с пробегом,Механика
2000,59,305000,2 990,59,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,универсал,дизель,Opel,Минск,Astra G 2.0 TD,белый,Передний,с пробегом,Механика
1400,10,230860,7 399,10,0,0,0,0,10,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,хэтчбек,бензин,Volkswagen,Минск,Golf VI,черный,Передний,с пробегом,Механика
1400,25,202000,1 350,25,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,хэтчбек,бензин,Rover,Брестская обл.,200 R3,красный,Передний,с пробегом,Механика
2000,142,271000,7 750,51,1,0,0,0,12,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,минивэн,дизель,Volkswagen,Минск,Touran I (рестайлинг) TDI,синий,Передний,с пробегом,Механика
1400,61,250000,1 900,61,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,хэтчбек,бензин,Citroen,Минск,Xsara I,синий,Передний,с пробегом,Механика
1600,59,84000,6 750,59,1,1,0,0,8,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,хэтчбек,бензин,Peugeot,Минск,308 T7 (рестайлинг),черный,Передний,с пробегом,Механика
2000,17,179600,10 200,17,0,0,0,0,11,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,универсал,бензин,Audi,Минск,A6 C6,черный,Передний,с пробегом,Механика
2000,310,340000,2 490,274,1,0,0,0,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,седан,дизель,Mercedes-Benz,Минск,E-Класс W123 200D,оранжевый,Задний,с пробегом,Механика
1800,269,213000,800,25,6,0,0,1,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,седан,бензин,Renault,Гродненская обл.,19 II,бордовый,Передний,с пробегом,Механика
2000,497,180000,17 500,78,2,0,0,1,3,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,универсал,дизель,Volkswagen,Минск,Passat B8 Highline LED 150hp Automat,коричневый,Передний,с пробегом,Автомат
2200,129,281000,15 000,52,1,0,0,0,10,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,седан,дизель,Mercedes-Benz,Гомельская обл.,"E-Класс W212, S212, C207, A207",коричневый,Задний,с пробегом,Автомат
1600,56,87000,8 650,56,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,седан,бензин,Lada (ВАЗ),Минск,Vesta Luxe Multimedia,красный,Передний,с пробегом,Механика
1900,353,250000,7 200,24,5,1,0,1,12,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,универсал,дизель,Opel,Могилевская обл.,Vectra C (рестайлинг),синий,Передний,с пробегом,Автомат
1700,176,450000,1 000,57,1,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,универсал,дизель,Opel,Минск,Astra F (рестайлинг),зеленый,Передний,с пробегом,Механика
1400,21,309,2 000,21,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,хэтчбек,бензин,Alfa Romeo,Минск,146,бордовый,Передний,с пробегом,Механика
1600,34,138000,7 500,34,1,0,0,0,7,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,седан,бензин,Ford,Гродненская обл.,Focus III,серый,Передний,с пробегом,Механика
1400,341,234,800,50,3,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,хэтчбек,бензин,Fiat,Брестская обл.,Bravo I,синий,Передний,с пробегом,Механика
3300,830,318000,5 500,176,2,0,0,1,18,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,седан,дизель,Audi,Минск,A8 D2,черный,Постоянный полный,с пробегом,Автомат
1700,446,127000,2 700,219,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,внедорожник,бензин,Lada (ВАЗ),Минская обл.,2121 Нива,белый,Постоянный полный,с пробегом,Механика
1400,191,245000,10 000,5,6,1,0,1,8,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,универсал,бензин,Skoda,Минск,Octavia II (рестайлинг),серебристый,Передний,с пробегом,Механика
2000,164,336100,4 300,54,1,0,0,0,17,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,универсал,дизель,Peugeot,Гродненская обл.,307 I,серебристый,Передний,с пробегом,Механика
1500,75,93000,13 700,22,1,0,0,0,3,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,седан,бензин,Ford,Минск,Fusion USA II SE,серебристый,Передний,с пробегом,Автомат
1900,139,369000,2 800,34,1,0,0,0,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,универсал,дизель,Volkswagen,Гомельская обл.,Golf III TDI,белый,Передний,с пробегом,Механика
2000,35,136506,16 900,35,1,0,0,0,7,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,седан,дизель,BMW,Минск,"3 серия F30, F31",белый,Задний,с пробегом,Автомат
2000,139,375000,7 000,8,6,0,0,1,13,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,универсал,дизель,Volkswagen,Минск,Passat B6,серебристый,Передний,с пробегом,Механика
2000,60,175000,10 500,60,1,0,0,0,13,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,седан,дизель,Audi,Брестская обл.,A6 C6,серый,Передний,с пробегом,Механика
1600,21,176000,4 100,21,1,0,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,хэтчбек,бензин,Peugeot,Брестская обл.,307 I,синий,Передний,с пробегом,Механика
2000,213,330000,2 200,15,4,0,0,1,24,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,седан,бензин,Rover,Могилевская обл.,600 620 I,зеленый,Передний,с пробегом,Механика
2200,18,174000,42 900,18,1,0,0,0,5,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,микроавтобус,дизель,Mercedes-Benz,Минск,V-Класс W447 2WD,черный,Задний,с пробегом,Автомат
4800,141,236000,11 400,75,1,0,0,0,12,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,внедорожник,бензин,BMW,Гродненская обл.,X5 E70,черный,Постоянный полный,с пробегом,Автомат
